2.658740144031779717e+00,4.246769529554976330e+00,-7.712546924771697399e-02
2.258148060754191722e+00,4.490650372517387190e+00,-6.917587621614466886e-02
1.838654238601791224e+00,4.696942404456018849e+00,-6.064724925345042067e-02
1.403929105509035491e+00,4.864325222944267502e+00,-5.161622380187062820e-02
9.577027852087853788e-01,4.991858796333395354e+00,-4.216235089270928271e-02
5.037227831848610782e-01,5.078977655560598770e+00,-3.236712630890217074e-02
4.571453331112779184e-02,5.125480164876283773e+00,-2.231306330977866903e-02
-4.126546628658940286e-01,5.131513637671363703e+00,-1.208282400230498155e-02
-8.678079501526387851e-01,5.097556091793942201e+00,-1.758420579833049752e-03
-1.316287298890046698e+00,5.024395429486846254e+00,8.579506100741818297e-03
-1.754777908403458264e+00,4.913106787257962793e+00,1.885232659273364600e-02
-2.180128718338886884e+00,4.765028738129983843e+00,2.898398062039918288e-02
-2.589369211387003489e+00,4.581738950216732498e+00,3.890145412352848109e-02
-2.979722766180687543e+00,4.365029818213759683e+00,4.853517923001828688e-02
-3.348616871298358610e+00,4.116884493964513503e+00,5.781936234286220999e-02
-3.693690542754951345e+00,3.839453653411700973e+00,6.669224660070155464e-02
-4.012799301121272144e+00,3.535033253427467770e+00,7.509631562707035080e-02
-4.304018063703359154e+00,3.206043455589803415e+00,8.297844578506234636e-02
-4.565642295207994472e+00,2.855008826323046200e+00,9.029001416654737489e-02
-4.796187739951571771e+00,2.484539864540278753e+00,9.698696933142535170e-02
-4.994389032514705562e+00,2.097315858994799775e+00,1.030298714304808128e-01
-5.159197453969133207e+00,1.696069037505726351e+00,1.083839078455404309e-01
-5.289778069146115591e+00,1.283569938319032211e+00,1.130188899048735346e-01
-5.385506448209588015e+00,8.626139091867458530e-01,1.169092356137278882e-01
-5.445965144007808512e+00,4.360086213171811553e-01,1.200339427052058566e-01
-5.470940065950880893e+00,6.562472202895353046e-03,1.223765556838377622e-01
-5.460416861879602735e+00,-4.229262574299879618e-01,1.239251299154719849e-01
-5.414577391722245281e+00,-8.496796324883040263e-01,1.246721952195734839e-01
-5.333796350684369081e+00,-1.270949820410037345e+00,1.246147208466256845e-01
-5.218638075166440515e+00,-1.684028518234288674e+00,1.237540831737402869e-01
-5.069853541356176940e+00,-2.086256189965108643e+00,1.220960369230625897e-01
-4.888377544249252082e+00,-2.475031250667754534e+00,1.196506901957185703e-01
-4.675326023444948298e+00,-2.847819328532065875e+00,1.164324831134850025e-01
-4.431993481179796746e+00,-3.202162729432361576e+00,1.124601693652736434e-01
-4.159850417468920369e+00,-3.535690220205359502e+00,1.077567994602681434e-01
-3.860540686741519956e+00,-3.846127236743385858e+00,1.023497039892157928e-01
-3.535878659880178798e+00,-4.131306610741958707e+00,9.627047468632293770e-02
-3.187846055102089959e+00,-4.389179894138544924e+00,8.955494056469649744e-02
-2.818588280781344935e+00,-4.617829342445226359e+00,8.224313586914258623e-02
-2.430410113390516269e+00,-4.815480596767574006e+00,7.437925605549830510e-02
