# N, dt, tmax
# 2, 94.87912659214973, 365000
# t, xSun, ySun, zSun, xJup, yJup, zJup, E
0.000000000000000000e+00,-2.538538502120102781e-03,-4.054773079123795421e-03,7.363862678302768978e-05,2.658740144031779717e+00,4.246769529554976330e+00,-7.712546924771697399e-02,-2.712978880124756464e-08
9.490379615184608042e+01,-1.924414382940943437e-03,-4.406864749459926331e-03,6.136107222640463702e-05,2.015536801747968898e+00,4.615532996218987272e+00,-6.426656356518672952e-02,-2.712810549757071150e-08
1.898075923036921608e+02,-1.270247731859562492e-03,-4.667259941177274996e-03,4.780673824329166897e-05,1.330394884591965088e+00,4.888258089399005080e+00,-5.007042202294920141e-02,-2.712626848331836644e-08
2.847113884555382128e+02,-5.901089582090578850e-04,-4.832225993984248964e-03,3.327492369938518928e-05,6.180510459986571226e-01,5.061035404627455492e+00,-3.485051550538358078e-02,-2.712434381540152626e-08
3.796151846073843217e+02,1.018666428183980562e-04,-4.900263803046538309e-03,1.807565694630327072e-05,-1.066901023454351755e-01,5.132294853367272758e+00,-1.893155243174234059e-02,-2.712239190975315802e-08
4.745189807592304305e+02,7.918400695437058986e-04,-4.871987627582054399e-03,2.521115739965358276e-06,-8.293342719799180474e-01,5.102679780456492509e+00,-2.640492401434197441e-03,-2.712046499124907761e-08
5.694227769110764257e+02,1.466574638637089178e-03,-4.749950693225938637e-03,-1.308194400605327141e-05,-1.536018013005047589e+00,4.974864308618585085e+00,1.370138355664939252e-02,-2.711860584565432767e-08
6.643265730629225345e+02,2.113682228916069668e-03,-4.538435334987380235e-03,-2.843856925062552025e-05,-2.213766617702395134e+00,4.753333544535845334e+00,2.978515616064843913e-02,-2.711684767029661916e-08
7.592303692147686434e+02,2.721810481586249032e-03,-4.243224707555537899e-03,-4.327074641271573096e-05,-2.850690184843001518e+00,4.444144479472489806e+00,4.531964768453349002e-02,-2.711521473207669986e-08
8.541341653666147522e+02,3.280775637519667796e-03,-3.871370218185233181e-03,-5.732133943948421314e-05,-3.436122746907349423e+00,4.054682409938554777e+00,6.003554649659529480e-02,-2.711372352989385404e-08
9.490379615184608610e+02,3.781648175419019889e-03,-3.430965466254598528e-03,-7.035694483979720989e-05,-3.960711963278856995e+00,3.593424173121417819e+00,7.368839728086512553e-02,-2.711238419775442787e-08
1.043941757670306970e+03,4.216799609892601941e-03,-2.930934110843598679e-03,-8.216981987651019446e-05,-4.416468134241668508e+00,3.069715969840067782e+00,8.606062053070329121e-02,-2.711120194822398803e-08
1.138845553822152851e+03,4.579918994814111827e-03,-2.380836067271544995e-03,-9.257905682638023991e-05,-4.796781485786519639e+00,2.493570384347913116e+00,9.696274241077121325e-02,-2.711017842297661558e-08
1.233749349973998960e+03,4.866007158496552139e-03,-1.790693929024537306e-03,-1.014311750113611551e-04,-5.096416131815951545e+00,1.875484587212410847e+00,1.062340148214383911e-01,-2.710931287552421891e-08
1.328653146125845069e+03,5.071355747125127870e-03,-1.170839572490197517e-03,-1.086002891026609024e-04,-5.311488125268517102e+00,1.226279676672564323e+00,1.137425916721592212e-01,-2.710860315537701790e-08
1.423556942277691178e+03,5.193516988911874716e-03,-5.317794961307211604e-04,-1.139879919960128178e-04,-5.439433790584185857e+00,5.569596415240225529e-01,1.193854062108032354e-01,-2.710804649234335507e-08
1.518460738429537287e+03,5.231268867491838635e-03,1.159235034599009201e-04,-1.175230671155179022e-04,-5.478973248035524435e+00,-1.214125655483413169e-01,1.230878697048753273e-01,-2.710764009650321608e-08
1.613364534581383396e+03,5.184579205168045671e-03,7.617553013388404098e-04,-1.191611208563975551e-04,-5.430072796288238024e+00,-7.978249681488512879e-01,1.248034864801658567e-01,-2.710738159660851815e-08
1.708268330733229504e+03,5.054571053984315172e-03,1.395345353441128020e-03,-1.188842024987286369e-04,-5.293908664716131085e+00,-1.461415969418539573e+00,1.245134558371250866e-01,-2.710726934023266933e-08
1.803172126885075613e+03,4.843490790359090449e-03,2.006554951459238456e-03,-1.167004569682778784e-04,-5.072833597292692787e+00,-2.101566785847399643e+00,1.222263083696706748e-01,-2.710730257532824931e-08
1.898075923036921722e+03,4.554679399662062839e-03,2.585562201076297556e-03,-1.126438353567999536e-04,-4.770346777471551114e+00,-2.707990449288636636e+00,1.179776027784119607e-01,-2.710748152671211252e-08
1.992979719188767604e+03,4.192546600225264576e-03,3.122946968333503368e-03,-1.067738688379232266e-04,-4.391066726950705323e+00,-3.270820775598302976e+00,1.118296890812882916e-01,-2.710780737357210726e-08
2.087883515340613940e+03,3.762546666211299962e-03,3.609778818142910309e-03,-9.917549302113708404e-05,-3.940705983736003226e+00,-3.780704467100524102e+00,1.038715246505902690e-01,-2.710828212617777413e-08
2.182787311492460049e+03,3.271154041011447786e-03,4.037710657961275651e-03,-8.995889131736526008e-05,-3.426045560815936586e+00,-4.228899190357330973e+00,9.421851016177933136e-02,-2.710890839220484049e-08
2.277691107644305703e+03,2.725836069717744309e-03,4.399080378745321221e-03,-7.925930706746786938e-05,-2.854906387496458642e+00,-4.607380029896964047e+00,8.301229282613753480e-02,-2.710968901612800298e-08
2.372594903796151812e+03,2.135019415482367414e-03,4.687022219690580721e-03,-6.723675474824968869e-05,-2.236114135550610449e+00,-4.908956126154002675e+00,7.042046392217102269e-02,-2.711062656995061991e-08
2.467498699947997920e+03,1.508045973673682871e-03,4.895588826143909555e-03,-5.407554062533922773e-05,-1.579453045877817763e+00,-5.127398512912693995e+00,5.663605675105441023e-02,-2.711172267155309078e-08
2.562402496099844029e+03,8.551133985586854142e-04,5.019883967954046067e-03,-3.998348341660139943e-05,-8.956036390815624859e-01,-5.257579119967790149e+00,4.187673039788999962e-02,-2.711297711021284860e-08
2.657306292251690138e+03,1.871947811404803264e-04,5.056204586586605584e-03,-2.519070724483392647e-05,-1.960585899941146015e-01,-5.295619546273638178e+00,2.638350552983786262e-02,-2.711438677007106491e-08
2.752210088403536247e+03,-4.840683266363332571e-04,5.002189206598004964e-03,-9.947864693044439384e-06,5.069893134996524831e-01,-5.239046498809168284e+00,1.041890331176954440e-02,-2.711594436457178974e-08
2.847113884555382356e+03,-1.146505306903702892e-03,4.856967777102746964e-03,5.476359530290440120e-06,1.200793165935654105e+00,-5.086948729147506398e+00,-5.735669131736250044e-03,-2.711763703093429021e-08
