# N, dt, tmax
# 2, 299.9178307313065, 365000
# t, xSun, ySun, zSun, xJup, yJup, zJup, E
0.000000000000000000e+00,-2.538538502120102781e-03,-4.054773079123795421e-03,7.363862678302768978e-05,2.658740144031779717e+00,4.246769529554976330e+00,-7.712546924771697399e-02,-2.712978880124756464e-08
3.001644736842105203e+02,-4.140381716540041980e-04,-4.875094745774600884e-03,2.951368106335502500e-05,4.336431798133663640e-01,5.105934022952273388e+00,-3.091117529860495927e-02,-2.705059533845027667e-08
6.003289473684210407e+02,1.792208312533983931e-03,-4.732895872580369055e-03,-2.043833586442829641e-05,-1.877070677880983363e+00,4.957001929827887565e+00,2.140610591274343111e-02,-2.695387294182314698e-08
9.004934210526315610e+02,3.678722550916317495e-03,-3.746342347127631055e-03,-6.674412764039071224e-05,-3.852912735697187951e+00,3.923734378373915366e+00,6.990451056294129384e-02,-2.687319586759476911e-08
1.200657894736842081e+03,4.977661149594720703e-03,-2.161412762948979743e-03,-1.023893645764631334e-04,-5.213357020491124594e+00,2.263757227190250632e+00,1.072375753584172003e-01,-2.681778412793895626e-08
1.500822368421052488e+03,5.556697528835710664e-03,-2.638853947098326880e-04,-1.232263756027860313e-04,-5.819811192865142147e+00,2.763805598192624058e-01,1.290612339915437057e-01,-2.678447585687627680e-08
1.800986842105263122e+03,5.389867239720489561e-03,1.669062890208454497e-03,-1.275229062902917857e-04,-5.645081368385184817e+00,-1.748094230363173684e+00,1.335612085278352068e-01,-2.676814211649063879e-08
2.101151315789473756e+03,4.529706213959738478e-03,3.387309671043692641e-03,-1.154154057419535091e-04,-4.744191093287255967e+00,-3.547701244298423706e+00,1.208804090343986726e-01,-2.676555970954467151e-08
2.401315789473684163e+03,3.091027795203253603e-03,4.672941737458323475e-03,-8.856747469160889058e-05,-3.237390206436235651e+00,-4.894208922860864064e+00,9.276120894815498286e-02,-2.677618455523408735e-08
2.701480263157894569e+03,1.246076719700485447e-03,5.344380538628332178e-03,-5.007857965507567883e-05,-1.305079357450838584e+00,-5.597440838957606246e+00,5.244983677570534686e-02,-2.680219754305547133e-08
3.001644736842104976e+03,-7.732137947205758310e-04,5.268083434183886554e-03,-4.583156576681856904e-06,8.098260295149495303e-01,-5.517531011200249580e+00,4.800172369507302479e-03,-2.684818079341676530e-08
3.301809210526315837e+03,-2.674053402651560551e-03,4.384753058340074006e-03,4.161437380347074617e-05,2.800671773532988240e+00,-4.592374300464055814e+00,-4.358484462915485080e-02,-2.691890349506406940e-08
3.601973684210526244e+03,-4.118456506762107477e-03,2.752985364797157219e-03,8.070871048199482461e-05,4.313468413747639119e+00,-2.883341221417439648e+00,-8.453032654509876065e-02,-2.701175788420111618e-08
3.902138157894736651e+03,-4.779763081771838673e-03,5.977562044891318593e-04,1.044568340967462114e-04,5.006088335415999957e+00,-6.260603949445758820e-01,-1.094029410621667475e-01,-2.710349374962623576e-08
4.202302631578947512e+03,-4.452850810611811566e-03,-1.681059404892871340e-03,1.066084454367997566e-04,4.663696530767826864e+00,1.760658788731417346e+00,-1.116564327619683356e-01,-2.714920401686799870e-08
4.502467105263157464e+03,-3.171648419063574642e-03,-3.599607300375305685e-03,8.591280889964333966e-05,3.321828275394145713e+00,3.770051320578667209e+00,-8.998084280275596425e-02,-2.711875558746748682e-08
4.802631578947368325e+03,-1.226552713473647027e-03,-4.764681007000327179e-03,4.723379845629114247e-05,1.284630875348133694e+00,4.990292113449369182e+00,-4.947035312088647607e-02,-2.703277755429442627e-08
5.102796052631579187e+03,9.566690057402071901e-04,-5.004727617828226560e-03,-6.152998366558632207e-07,-1.001967978026799821e+00,5.241705105654884456e+00,6.444347308370048906e-04,-2.693728112394545619e-08
5.402960526315789139e+03,2.972657187244959198e-03,-4.369907059574726360e-03,-4.835683870432804302e-05,-3.113414664214078087e+00,4.576825332873958985e+00,5.064657014037428351e-02,-2.686112022825188072e-08
5.703125000000000000e+03,4.523058319833257040e-03,-3.050657721360830466e-03,-8.852457527690823103e-05,-4.737228416545268495e+00,3.195108580275065169e+00,9.271627821500881550e-02,-2.681016299129023370e-08
6.003289473684209952e+03,5.429597004820256589e-03,-1.297143819575800189e-03,-1.160907388251645762e-04,-5.686692366719655389e+00,1.358564521597208641e+00,1.215877196296196172e-01,-2.678032836968815278e-08
