# N, dt, tmax
# 2, 711.5009746588694, 365000
# t, xSun, ySun, zSun, xJup, yJup, zJup, E
0.000000000000000000e+00,-2.538538502120102781e-03,-4.054773079123795421e-03,7.363862678302768978e-05,2.658740144031779717e+00,4.246769529554976330e+00,-7.712546924771697399e-02,-2.712978880124756464e-08
7.128906250000000000e+02,3.373970726900568824e-03,-4.607181530178658044e-03,-5.635001482192001873e-05,-3.533730691461545170e+00,4.825334922002385341e+00,5.901822895287971854e-02,-2.279442600294585052e-08
1.425781250000000000e+03,6.928805150731992546e-03,-1.940167912739805198e-03,-1.469622003247348751e-04,-7.256889107271748962e+00,2.032036272625190598e+00,1.539209672543018492e-01,-2.236738365397122306e-08
2.138671875000000000e+03,8.064477282262687632e-03,1.404246923686434251e-03,-1.862631704469894104e-04,-8.446336139111938479e+00,-1.470739035480509438e+00,1.950828668576225500e-01,-2.239724072388628704e-08
2.851562500000000000e+03,7.288183489490872476e-03,4.415735995252467738e-03,-1.814039523285904554e-04,-7.633284271400907706e+00,-4.624824301943325722e+00,1.899935612318839895e-01,-2.240987091675487786e-08
3.564453125000000000e+03,4.980094090302016746e-03,6.499146759462681028e-03,-1.384181176720242126e-04,-5.215905162708049048e+00,-6.806886079098737774e+00,1.449723160820957923e-01,-2.239728099573828497e-08
4.277343750000000000e+03,1.491748658951699835e-03,7.042294021082470129e-03,-6.262791920615199933e-05,-1.562384041466394757e+00,-7.375751758064571284e+00,6.559339666958387272e-02,-2.236739285908290440e-08
4.990234375000000000e+03,-2.516997961769507769e-03,5.128714968601743446e-03,3.501022492210050831e-05,2.636179643449874987e+00,-5.371563347544216604e+00,-3.666798450140917875e-02,-2.279195216900209594e-08
5.703125000000000000e+03,-4.769109946062478900e-03,-3.642385971106242015e-04,1.082144304213090861e-04,4.994930765993026434e+00,3.814855592440441479e-01,-1.133384623019817045e-01,-2.712741569906938920e-08
6.416015625000000000e+03,-1.353202687722682152e-03,-5.424299778147078505e-03,5.280732670443746748e-05,1.417277817868514145e+00,5.681144312515924000e+00,-5.530779197984627554e-02,-2.269353100053475305e-08
7.128906250000000000e+03,3.070496039062980964e-03,-6.444638685272660594e-03,-4.192779033003078346e-05,-3.215886256729731052e+00,6.749797008004541965e+00,4.391310165589382142e-02,-2.215567049524864398e-08
7.841796875000000000e+03,6.395812847288177838e-03,-5.159592887938900529e-03,-1.216644425569191230e-04,-6.698659231127445324e+00,5.403903358789782452e+00,1.274253422814640435e-01,-2.219490381745323001e-08
8.554687500000000000e+03,8.221592983635138407e-03,-2.664849600675145425e-03,-1.728761367161118232e-04,-8.610891383063430382e+00,2.791032164847918384e+00,1.810619473560801940e-01,-2.221272885281305817e-08
9.267578125000000000e+03,8.390926434354156749e-03,3.667946615604419924e-04,-1.892575851726094457e-04,-8.788242895667275789e+00,-3.841626552021267238e-01,1.982190692954572120e-01,-2.220281607769566337e-08
9.980468750000000000e+03,6.718495415826114536e-03,3.317929413856134102e-03,-1.640979834681493502e-04,-7.036621053662178049e+00,-3.475035781539534518e+00,1.718681421759228611e-01,-2.216407127035349318e-08
1.069335937500000000e+04,2.969239124959555109e-03,5.243423865452984112e-03,-8.821231616220931611e-05,-3.109834754196803441e+00,-5.491703793978764736e+00,9.238923340442320442e-02,-2.232816150352786578e-08
1.140625000000000000e+04,-2.545634898122650647e-03,4.050987505568731661e-03,4.012760728853786117e-05,2.666172559539427667e+00,-4.242804706342476528e+00,-4.202767863984532143e-02,-2.628993366807309768e-08
1.211914062500000000e+04,-5.035767225266413183e-03,-1.954861345971704856e-03,1.207876191331876646e-04,5.274214461050499736e+00,2.047425450593011842e+00,-1.265070006317490503e-01,-2.168263828747088900e-08
1.283203125000000000e+04,-3.371286150523886138e-03,-6.347908655365046282e-03,1.017953160902826480e-04,3.530918998443526746e+00,6.648486740922131766e+00,-1.066153982449362519e-01,-2.105249149635550345e-08
1.354492187500000000e+04,-5.255532613179791923e-04,-8.516736992413759255e-03,4.713534899671977668e-05,5.504385899705427354e-01,8.920010675031949887e+00,-4.936724200789661260e-02,-2.115246458670840096e-08
1.425781250000000000e+04,2.430264959573200101e-03,-8.901601865255653889e-03,-1.739785247729767892e-05,-2.545339770602129459e+00,9.323099179144790583e+00,1.822165342881430783e-02,-2.119123333538933189e-08
1.497070312500000000e+04,4.983511630084369592e-03,-7.811923129325354376e-03,-7.904911286193733351e-05,-5.219484525481376203e+00,8.181823363593412779e+00,8.279214577230305239e-02,-2.119304350660942014e-08
1.568359375000000000e+04,6.721644301707851987e-03,-5.444509259296528847e-03,-1.277709284541856359e-04,-7.039919041577579861e+00,5.702310727276707070e+00,1.338209747213371659e-01,-2.115994820818939139e-08
1.639648437500000000e+04,7.108615158580286475e-03,-1.982658867336464792e-03,-1.508086715466851191e-04,-7.445213249594443639e+00,2.076539204784775716e+00,1.579495716824487195e-01,-2.106604755533115848e-08
1.710937500000000000e+04,5.195284430888416627e-03,2.120767025961534102e-03,-1.250457103689371283e-04,-5.441284922222079601e+00,-2.221186885033917147e+00,1.309667155803238836e-01,-2.140006710563069413e-08
1.782226562500000000e+04,-5.417429878761675921e-04,4.663321716233098657e-03,-7.249892216546708484e-06,5.673949118404784109e-01,-4.884133386643237706e+00,7.593179878870108881e-03,-2.705517704750479058e-08
