# N, dt, tmax
# 2, 225.0308261405672, 365000
# t, xSun, ySun, zSun, xJup, yJup, zJup, E
0.000000000000000000e+00,-2.538538502120102781e-03,-4.054773079123795421e-03,7.363862678302768978e-05,2.658740144031779717e+00,4.246769529554976330e+00,-7.712546924771697399e-02,-2.712978880124756464e-08
2.251696483652066547e+02,-9.947181456748280075e-04,-4.750466622972411568e-03,4.198781502999508237e-05,1.041818772373849900e+00,4.975404668013292842e+00,-4.397596856899955303e-02,-2.687942208554430004e-08
4.503392967304133094e+02,6.612403408729105236e-04,-4.933860430811205268e-03,5.700090376661310482e-06,-6.925505512970501210e-01,5.167482305859095071e+00,-5.969993796186920040e-03,-2.661688109403331086e-08
6.755089450956199926e+02,2.254941700130240999e-03,-4.621358526290799025e-03,-3.125458405759004804e-05,-2.361714827480640544e+00,4.840183209177724599e+00,3.273451131410053117e-02,-2.637584165401195573e-08
9.006785934608266189e+02,3.645625920813532622e-03,-3.884945575024071653e-03,-6.542791028441268929e-05,-3.818248956119704829e+00,4.068900569784006827e+00,6.852596935913937704e-02,-2.617439454136479939e-08
1.125848241826033245e+03,4.737545040724025838e-03,-2.826141067340394442e-03,-9.425598318109137540e-05,-4.961871239460013072e+00,2.959960899611844276e+00,9.871907244639278878e-02,-2.601566838096126989e-08
1.351017890191239985e+03,5.477213772881163456e-03,-1.554668839397244789e-03,-1.160863802654436854e-04,-5.736563823334098089e+00,1.628283538157337285e+00,1.215831546889302311e-01,-2.589461167795966164e-08
1.576187538556446498e+03,5.844567729721921942e-03,-1.756993954628947169e-04,-1.300333336202160275e-04,-6.121312256854305467e+00,1.840188894551616494e-01,1.361905064152494349e-01,-2.580378266333426233e-08
1.801357186921653238e+03,5.843717713865605526e-03,1.215783731045739363e-03,-1.357942725278750310e-04,-6.120421992129793765e+00,-1.273351973780350255e+00,1.422242299645733732e-01,-2.573629596260957816e-08
2.026526835286859978e+03,5.495742663374958772e-03,2.536311212100461621e-03,-1.334940898576198864e-04,-5.755970070251006376e+00,-2.656407390211943831e+00,1.398151319741721965e-01,-2.568677385285938325e-08
2.251696483652066490e+03,4.833977672514771888e-03,3.713241297678046213e-03,-1.235768667042339594e-04,-5.062870026408710977e+00,-3.889065970190354271e+00,1.294283211012201007e-01,-2.565138104809239816e-08
2.476866132017273230e+03,3.901463005364032982e-03,4.683499169544884030e-03,-1.067435615315790115e-04,-4.086200112447798460e+00,-4.905266257024984533e+00,1.117979467019753342e-01,-2.562756626748533534e-08
2.702035780382479970e+03,2.750052828319131393e-03,5.392571524050300200e-03,-8.392789312986821031e-05,-2.880269827207167843e+00,-5.647913702542235903e+00,8.790193982956269469e-02,-2.561376101687313141e-08
2.927205428747686710e+03,1.440722546572230367e-03,5.794278756514864570e-03,-5.630227049081750618e-05,-1.508941805603568831e+00,-6.068642064239117673e+00,5.896822389302099759e-02,-2.560908448103031667e-08
3.152375077112892996e+03,4.464224268199007417e-05,5.851762224879694663e-03,-2.530591023972109674e-05,-4.675608529832921828e-02,-6.128847416583430352e+00,2.650416347020929236e-02,-2.561299126738649985e-08
3.377544725478099735e+03,-1.355521697542470122e-03,5.540160461289727473e-03,7.314925025549883289e-06,1.419706634487658103e+00,-5.802491083159364571e+00,-7.661292038615728772e-03,-2.562470054759560020e-08
3.602714373843306475e+03,-2.664953131222724814e-03,4.851475635668817121e-03,3.947209235123812481e-05,2.791140597642123744e+00,-5.081196530827527091e+00,-4.134112459413920998e-02,-2.564213227793055299e-08
3.827884022208513215e+03,-3.778199717180477646e-03,3.801909887218395123e-03,6.873895823413038149e-05,3.957100218037974404e+00,-3.981933081848778144e+00,-7.199379783421523682e-02,-2.566003489089432867e-08
4.053053670573719955e+03,-4.585206607249401461e-03,2.441037261361321542e-03,9.244729463996743078e-05,4.802319470511211996e+00,-2.556622148704239983e+00,-9.682474118912788585e-02,-2.566739161820840909e-08
4.278223318938926241e+03,-4.984551937533773097e-03,8.600300237551171401e-04,1.079492320853629511e-04,5.220574092244127939e+00,-9.007530700521780842e-01,-1.130607066322049936e-01,-2.564574395459932646e-08
