# N, dt, tmax
# 2, 400.219298245614, 365000
# t, xSun, ySun, zSun, xJup, yJup, zJup, E
0.000000000000000000e+00,-2.538538502120102781e-03,-4.054773079123795421e-03,7.363862678302768978e-05,2.658740144031779717e+00,4.246769529554976330e+00,-7.712546924771697399e-02,-2.712978880124756464e-08
4.006586169045005477e+02,4.160619812468339083e-04,-4.958393123226408419e-03,1.128748078270010395e-05,-4.357628182603859868e-01,5.193176639079178258e+00,-1.182195119628411117e-02,-2.686614824898072383e-08
8.013172338090010953e+02,3.231592173081135073e-03,-4.204651504256475339e-03,-5.483654837896551591e-05,-3.384610409703846301e+00,4.403744806980043336e+00,5.743309877456352630e-02,-2.658336224274763546e-08
1.201975850713501586e+03,5.154959111995076164e-03,-2.290108842790713854e-03,-1.058215529482868647e-04,-5.399050170189336306e+00,2.398547159889309111e+00,1.108322803425746683e-01,-2.641868874218914431e-08
1.602634467618002191e+03,5.896221676173466278e-03,1.495878738030920196e-04,-1.325401922635361209e-04,-6.175412055188539640e+00,-1.566709682789855229e-01,1.388160666361567541e-01,-2.634193406386891536e-08
2.003293084522502795e+03,5.455048260175282895e-03,2.559286043209018854e-03,-1.326790486670895858e-04,-5.713348757501945485e+00,-2.680470096260977542e+00,1.389614979912751069e-01,-2.631402423671831348e-08
2.403951701427003172e+03,3.987841098212456178e-03,4.487611047673520370e-03,-1.078624555819991193e-04,-4.176668270732261767e+00,-4.700102690302078834e+00,1.129698211983777845e-01,-2.631858523949585502e-08
2.804610318331504004e+03,1.762063256441626091e-03,5.562298688133342217e-03,-6.252817028162108745e-05,-1.845498231487161078e+00,-5.825677571123853760e+00,6.548892456102502202e-02,-2.635831798301280616e-08
3.205268935236004381e+03,-8.289378631250628182e-04,5.484087332752275723e-03,-4.233655987563936240e-06,8.681886730328804980e-01,-5.743762851257637081e+00,4.434122673639160489e-03,-2.645615969712233965e-08
3.605927552140504758e+03,-3.219876535995477157e-03,4.082302789930804254e-03,5.508264246308758457e-05,3.372340028692673464e+00,-4.275602792164564292e+00,-5.769084559231620057e-02,-2.665589953464553351e-08
4.006586169045005590e+03,-4.667617325289970948e-03,1.484689988312946213e-03,9.826359186785064634e-05,4.888632395909019657e+00,-1.554991137645919341e+00,-1.029164443153475356e-01,-2.696055551178272586e-08
4.407244785949505967e+03,-4.480669412129576618e-03,-1.632889593227743186e-03,1.070307553311891798e-04,4.692832363273157448e+00,1.710208101496395461e+00,-1.120987393365967394e-01,-2.715367796589640817e-08
4.807903402854006345e+03,-2.593817752199498866e-03,-4.130973540907377506e-03,7.519193668066212997e-05,2.716636906753838954e+00,4.326578138551278485e+00,-7.875232949723205700e-02,-2.698839003107750494e-08
