# N, dt, tmax
# 3, 533.625730994152, 365000
# t, xSun, ySun, zSun, xJup, yJup, zJup, xSat, ySat, zSat E
0.000000000000000000e+00,-5.170151348210463502e-03,-3.199338259971517759e-03,1.635266715080669990e-04,2.656108531185689348e+00,4.247624964374128176e+00,-7.703558120299193457e-02,9.214417335570990630e+00,-2.995248118946571392e+00,-3.147370095891919850e-01,-3.155910129732769618e-08
5.344070278184480003e+02,-1.112361075678296174e-03,-4.911771156221609973e-03,9.269242456850462048e-05,-1.692175989224660837e+00,5.153764168695457393e+00,1.649949987035842502e-02,9.542917369538985284e+00,-3.145252879674663438e-02,-3.793541891409525912e-01,-2.636232962933608675e-08
1.068814055636896001e+03,2.662225970106170143e-03,-4.420508131065188293e-03,1.466651357831867837e-05,-5.479017778950269424e+00,3.749326274283486526e+00,1.070687983433999263e-01,8.986901091607222725e+00,2.940808401168556241e+00,-4.089087051758263369e-01,-2.322596588974004182e-08
1.603221083455343887e+03,5.433041474742998818e-03,-2.907453934752512320e-03,-5.045257520752570500e-05,-7.958048566849575955e+00,1.356793397916626009e+00,1.724803386793783977e-01,7.574155092871962758e+00,5.638930864923553443e+00,-3.995869708614334104e-01,-2.231994477158679557e-08
2.137628111273792001e+03,7.314485587061453180e-03,-1.031894513658069418e-03,-1.028214297400239450e-04,-9.287982645336551712e+00,-1.255655609242841031e+00,2.130939720035114338e-01,5.434593916393574808e+00,7.803483866117604251e+00,-3.520431097674073251e-01,-2.202805522713283584e-08
2.672035139092240115e+03,8.490290397053401605e-03,9.441974696441750303e-04,-1.451304338266478516e-04,-9.725176598918441329e+00,-3.755778336614255419e+00,2.332649183271292836e-01,2.781722348717738935e+00,9.241200994758978382e+00,-2.714121018047080947e-01,-2.189736132027293139e-08
3.206442166910687774e+03,9.077440783006335973e-03,2.905189300918098461e-03,-1.786072451193574892e-04,-9.469616787653350798e+00,-5.992375771921409466e+00,2.368392501442684595e-01,-1.257402676838809685e-01,9.851579957164929624e+00,-1.662451552310090785e-01,-2.182203771169257737e-08
3.740849194729135888e+03,9.139010687587578383e-03,4.775130479310413234e-03,-2.030677674478931845e-04,-8.665392734123271268e+00,-7.884313155765701353e+00,2.267034848645950174e-01,-3.027181442522890009e+00,9.629317097572736017e+00,-4.682706428087413802e-02,-2.177309055418891283e-08
4.275256222547584002e+03,8.711522789620623416e-03,6.480338135595932469e-03,-2.176058713357816856e-04,-7.419265822249697884e+00,-9.376201583393610761e+00,2.050159308215923903e-01,-5.693783801010368961e+00,8.647166104216772453e+00,7.646381483413243474e-02,-2.174110024516420846e-08
4.809663250366032116e+03,7.824742374956188476e-03,7.938001486197408807e-03,-2.211746216320129347e-04,-5.816063449181645417e+00,-1.041881868845476689e+01,1.734697727700177106e-01,-7.946350279189992705e+00,7.030406860993853257e+00,1.943100615277143783e-01,-2.172287570397697564e-08
5.344070278184480230e+03,6.514282871040416589e-03,9.052846912337937646e-03,-2.129660052816326145e-04,-3.930687800507304264e+00,-1.095837745414726427e+01,1.335171672699203282e-01,-9.659290817483629610e+00,4.932669734870131606e+00,2.990350479028416886e-01,-2.171838056053336527e-08
5.878477306002928344e+03,4.831365977438443343e-03,9.714528624991600192e-03,-1.926655208269021269e-04,-1.839627659044050123e+00,-1.092838146002964450e+01,8.659295811889719530e-02,-1.075631540511341377e+01,2.517860248469938167e+00,3.847463194618542803e-01,-2.173114269270401090e-08
6.412884333821375549e+03,2.855255465664077730e-03,9.792838747848836567e-03,-1.607163709112066803e-04,3.637759289855120870e-01,-1.024119250094551248e+01,3.442117637237241540e-02,-1.120294219365498734e+01,-5.124902882807056553e-02,4.472360720699240511e-01,-2.177202570493777982e-08
6.947291361639823663e+03,7.169879966698600171e-04,9.130319916229846788e-03,-1.188061124896446614e-04,2.542245933586697593e+00,-8.778437527444365784e+00,-2.041886898717238177e-02,-1.099905198726376909e+01,-2.619216949666790750e+00,4.837927883650154359e-01,-2.187206717631382261e-08
7.481698389458271777e+03,-1.346957387707146958e-03,7.537993810995298472e-03,-7.103150536071068093e-05,4.456601290274376126e+00,-6.385668013682631816e+00,-7.321775848289259481e-02,-1.017301905843187626e+01,-5.040829216816263170e+00,4.930181165655426745e-01,-2.212629753087299727e-08
8.016105417276719891e+03,-2.868109229221406375e-03,4.833855206239155711e-03,-2.687606698978731168e-05,5.632066710036334634e+00,-2.912299166407506856e+00,-1.139782868419574047e-01,-8.777877163935309923e+00,-7.182359412127669707e+00,4.746961747774154916e-01,-2.277926267693665378e-08
8.550512445095168005e+03,-2.926110560027117558e-03,1.141313340360085304e-03,-7.366720750504388016e-06,5.127397543939376412e+00,1.476094127393874134e+00,-1.209493423589926425e-01,-6.889415961628541751e+00,-8.922493623865683787e+00,4.297335968847616483e-01,-2.305890414627536777e-08
9.084919472913616119e+03,-6.893991538721097601e-04,-2.134366821309185980e-03,-3.704409553630116664e-05,2.101051743652912140e+00,5.275578276413503076e+00,-6.903976507600310952e-02,-4.605813972960628000e+00,-1.015392507513088916e+01,3.601727107888831325e-01,-1.799798398459458988e-08
9.619326500732064233e+03,2.403453510433917195e-03,-3.659343473127775470e-03,-8.953327082440851094e-05,-1.904003517564490044e+00,7.062148484746333388e+00,1.315133292829928635e-02,-2.048238681563327557e+00,-1.078645985456041068e+01,2.692710310903472792e-01,-1.479489238721143030e-08
