# N, dt, tmax
# 2, 533.625730994152, 365000
# t, xSun, ySun, zSun, xJup, yJup, zJup, E
0.000000000000000000e+00,-2.538538502120102781e-03,-4.054773079123795421e-03,7.363862678302768978e-05,2.658740144031779717e+00,4.246769529554976330e+00,-7.712546924771697399e-02,-2.712978880124756464e-08
5.344070278184480003e+02,1.613035070725635928e-03,-4.920805352945801375e-03,-1.564907163785985803e-05,-1.689413452932724491e+00,5.153809060574369383e+00,1.639006654642367541e-02,-2.194222777387155022e-08
1.068814055636896001e+03,5.228695756549401469e-03,-3.580805744157896167e-03,-1.021099863713026098e-04,-5.476278298421015656e+00,3.750359497018082244e+00,1.069449683923193728e-01,-1.882077943486246270e-08
1.603221083455343887e+03,7.595795787449785737e-03,-1.297345292115597432e-03,-1.645552464269130406e-04,-7.955462235098592849e+00,1.358775534008103580e+00,1.723470568679112969e-01,-1.793523304806568162e-08
2.137628111273792001e+03,8.865756745326077576e-03,1.196181760099345598e-03,-2.033262948677886988e-04,-9.285556766750884705e+00,-1.252821835271993978e+00,2.129539426133377211e-01,-1.766859873155742383e-08
2.672035139092240115e+03,9.283238037930062816e-03,3.582521381008655151e-03,-2.225791942015675176e-04,-9.722806101792084377e+00,-3.752156370519859063e+00,2.331184807146781390e-01,-1.756580235972035716e-08
3.206442166910687774e+03,9.039106391376033889e-03,5.717236910348148099e-03,-2.259843295013958236e-04,-9.467114644451690708e+00,-5.987952230698006417e+00,2.366848516442315031e-01,-1.751834926085104272e-08
3.740849194729135888e+03,8.270880743844691990e-03,7.522761778819719858e-03,-2.162962773286783230e-04,-8.662512954518469144e+00,-7.878970013112537529e+00,2.265380631643380271e-01,-1.749507203380359793e-08
4.275256222547584002e+03,7.080457107415536605e-03,8.946080478192907498e-03,-1.955745868636687263e-04,-7.415721894254795998e+00,-9.369683886711113630e+00,2.048351856048646336e-01,-1.748535080053338266e-08
4.809663250366032116e+03,5.548810366640864744e-03,9.940018982177608459e-03,-1.654349938509714116e-04,-5.811550567811628376e+00,-1.041068610079453194e+01,1.732684609714925383e-01,-1.748568546614373497e-08
5.344070278184480230e+03,3.747476653635225391e-03,1.045297084931193221e-02,-1.272636451495983128e-04,-3.924922395118534801e+00,-1.094792661141395840e+01,1.332896711838187642e-01,-1.749629743657219480e-08
5.878477306002928344e+03,1.749588220856183873e-03,1.042107344436345867e-02,-8.243148843868738831e-05,-1.832432493905660653e+00,-1.091451884117288351e+01,8.633467928935929792e-02,-1.752124915754767009e-08
6.412884333821375549e+03,-3.554411085227165978e-04,9.760078779909579783e-03,-3.258906945595094196e-05,3.722715031815528874e-01,-1.022222559925175389e+01,3.413218556536086468e-02,-1.757209463865725741e-08
6.947291361639823663e+03,-2.435766721967241866e-03,8.356083111723089374e-03,1.978692721473147061e-05,2.551102045441655086e+00,-8.751749716401604928e+00,-2.072385259034074945e-02,-1.768091134965365154e-08
7.481698389458271777e+03,-4.260958534182388013e-03,6.060404443366036731e-03,7.015858190309316299e-05,4.462718015670866123e+00,-6.347368995659814495e+00,-7.348064171502965980e-02,-1.794516384041059409e-08
8.016105417276719891e+03,-5.372186178120366695e-03,2.728836912165695516e-03,1.088592791890881850e-04,5.626563095675880533e+00,-2.858049322013949123e+00,-1.140138451272930536e-01,-1.861329750056878247e-08
8.550512445095168005e+03,-4.859773195628122600e-03,-1.471655828413770406e-03,1.148428811889791890e-04,5.089886986277745606e+00,1.541339800808313010e+00,-1.202807750279948212e-01,-1.885211419869946264e-08
9.084919472913616119e+03,-1.936094132301037496e-03,-5.075237952215434778e-03,6.439868391348076843e-05,2.027769595723712737e+00,5.315554155589636842e+00,-6.744800837197791055e-02,-1.368196678360959387e-08
9.619326500732064233e+03,1.889578474173710110e-03,-6.753913649693937815e-03,-1.422191840091046808e-05,-1.979051387397965822e+00,7.073716366629247077e+00,1.489533656710933206e-02,-1.054515927450096875e-08
1.015373352855051235e+04,5.412952623234164318e-03,-7.159479865725439096e-03,-9.136731574088002329e-05,-5.669259861576014359e+00,7.498486437567883911e+00,9.569362450473924142e-02,-9.973680614683390193e-09
1.068814055636896046e+04,8.435272163021645397e-03,-6.884060398577800111e-03,-1.601310770563855665e-04,-8.834688426797145056e+00,7.210025658603250065e+00,1.677133998642480472e-01,-9.865373754308125560e-09
1.122254758418740857e+04,1.099931441726387238e-02,-6.231146938868198371e-03,-2.202096318897589066e-04,-1.152013994413838205e+01,6.526196272340726523e+00,2.306367179063028572e-01,-9.836727671101237511e-09
1.175695461200585669e+04,1.317465958108937629e-02,-5.357028821991231815e-03,-2.725105331732417813e-04,-1.379848928150627252e+01,5.610688027724667570e+00,2.854141048536763536e-01,-9.826224510970802368e-09
1.229136163982430480e+04,1.502027826752038581e-02,-4.348452384542164650e-03,-3.179928292754900885e-04,-1.573149935328227578e+01,4.554354763395262573e+00,3.330500207118737843e-01,-9.821216581915921309e-09
1.282576866764275110e+04,1.658179096489519749e-02,-3.257444328920312826e-03,-3.574610989593642475e-04,-1.736695081106335792e+01,3.411686683899398886e+00,3.743871416325728063e-01,-9.818337050212772072e-09
1.336017569546119921e+04,1.789413107779496553e-02,-2.117388318387883328e-03,-3.915582536769791292e-04,-1.874143118151107146e+01,2.217648193202568674e+00,4.100988213921167302e-01,-9.816466312003421123e-09
1.389458272327964733e+04,1.898429700598204539e-02,-9.509826372989874099e-04,-4.207940564661088578e-04,-1.988321725822645547e+01,9.960123559096639712e-01,4.407189606783782909e-01,-9.815155338879838395e-09
1.442898975109809544e+04,1.987343674226528523e-02,2.255330163339341887e-04,-4.455742043067121867e-04,-2.081445840683844395e+01,-2.362121684704792390e-01,4.666724665179904363e-01,-9.814193921747651987e-09
1.496339677891654355e+04,2.057833070041030499e-02,1.399986268376701704e-03,-4.662235712497770669e-04,-2.155272960589271491e+01,-1.466276635047184751e+00,4.882995959842237332e-01,-9.813470760616385318e-09
1.549780380673499167e+04,2.111243742627835762e-02,2.562842097445131029e-03,-4.830036647567404005e-04,-2.211212667317247949e+01,-2.684194532248058263e+00,5.058742391067566624e-01,-9.812921150892879037e-09
1.603221083455343978e+04,2.148663687979192327e-02,3.706303950576084194e-03,-4.961255216880426297e-04,-2.250404474260510312e+01,-3.881800134664247004e+00,5.196174254946560600e-01,-9.812504876038977398e-09
1.656661786237188790e+04,2.170976549939428180e-02,4.823721390500024242e-03,-5.057592190213725924e-04,-2.273773866441235469e+01,-5.052128101991037568e+00,5.297072853940369974e-01,-9.812195846750383751e-09
1.710102489019033601e+04,2.178900639209352397e-02,5.909180626711696416e-03,-5.120409028937049616e-04,-2.282073167093657062e+01,-6.188984621447328749e+00,5.362864115603486193e-01,-9.811976818981923642e-09
1.763543191800878412e+04,2.173017701663959578e-02,6.957206329193887928e-03,-5.150779864578785595e-04,-2.275911668182490288e+01,-7.286635102162661859e+00,5.394673032372339083e-01,-9.811836529155115192e-09
1.816983894582723224e+04,2.153794290331693950e-02,7.962531067549807884e-03,-5.149529738260514265e-04,-2.255778014360952710e+01,-8.339562697085021625e+00,5.393363711664884708e-01,-9.811768090658701596e-09
1.870424597364568035e+04,2.121597687050942593e-02,8.919904115740534545e-03,-5.117262281050594715e-04,-2.222056878529250312e+01,-9.342268054483747974e+00,5.359568366919001958e-01,-9.811768117149853890e-09
1.923865300146412847e+04,2.076707719152097453e-02,9.823919841730796576e-03,-5.054379023592743981e-04,-2.175041338045117456e+01,-1.028908958172037913e+01,5.293707541546044393e-01,-9.811836320676048974e-09
1.977306002928257658e+04,2.019325417021546054e-02,1.066885026980975149e-02,-4.961091811022059345e-04,-2.114941942229753025e+01,-1.117402807927371988e+01,5.196003111702111044e-01,-9.811975478697969316e-09
2.030746705710102469e+04,1.949579194950065708e-02,1.144846803019770876e-02,-4.837429277319287187e-04,-2.041893185883875717e+01,-1.199056130688184574e+01,5.066485067207748827e-01,-9.812191758084981952e-09
2.084187408491947281e+04,1.867529073796453387e-02,1.215584534423699847e-02,-4.683237943093579610e-04,-1.955957931897543034e+01,-1.273143345053572162e+01,4.904992661311469715e-01,-9.812495470037234772e-09
2.137628111273792092e+04,1.773169385986939073e-02,1.278311190559117128e-02,-4.498178210444658473e-04,-1.857130244333246338e+01,-1.338840153917737830e+01,4.711170215905757797e-01,-9.812902444134254915e-09
2.191068814055636904e+04,1.666430421451205179e-02,1.332114891818401980e-02,-4.281715336406839191e-04,-1.745337112298207671e+01,-1.395191499511309452e+01,4.484457667557095739e-01,-9.813436405426404150e-09
2.244509516837481715e+04,1.547179632911435676e-02,1.375918679160653690e-02,-4.033105418627764768e-04,-1.620439712304731827e+01,-1.441069428000558794e+01,4.224075889596415334e-01,-9.814133123534961460e-09
2.297950219619326526e+04,1.415223432688708649e-02,1.408425746629404784e-02,-3.751376666072336018e-04,-1.482235290156693175e+01,-1.475115728725064912e+01,3.929007075977266061e-01,-9.815047930811110579e-09
2.351390922401171338e+04,1.270311535281501425e-02,1.428042410573285292e-02,-3.435307117746785703e-04,-1.330461709152276661e+01,-1.495661255955011804e+01,3.597971404965262798e-01,-9.816270130563160709e-09
2.404831625183016149e+04,1.112147813006664210e-02,1.432766142567655498e-02,-3.083402421516548940e-04,-1.164808819747445945e+01,-1.500608660090339619e+01,3.229403765766869494e-01,-9.817952661570342273e-09
2.458272327964860960e+04,9.404161258312560001e-03,1.420017024242237191e-02,-2.693883613892234137e-04,-9.849455124490781088e+00,-1.487255861752047004e+01,2.821440959679337168e-01,-9.820378738957855544e-09
2.511713030746705772e+04,7.548400727438453472e-03,1.386374061234041388e-02,-2.264711274296200318e-04,-7.905822984570917811e+00,-1.452019880009259545e+01,2.371946998079367264e-01,-9.824128017530872425e-09
2.565153733528550219e+04,5.553216139474015378e-03,1.327144500015771389e-02,-1.793716773148606655e-04,-5.816164957188506790e+00,-1.389985756046639587e+01,1.878650565201356315e-01,-9.830545653494907977e-09
2.618594436310395031e+04,3.422731349645852239e-03,1.235626316632375266e-02,-1.279038865724252405e-04,-3.584800165110514136e+00,-1.294134120206929772e+01,1.339602285030479789e-01,-9.843277030702596618e-09
2.672035139092239842e+04,1.174622877931019715e-03,1.101784109258995004e-02,-7.204638843663841233e-05,-1.230242124373969403e+00,-1.153954387099776113e+01,7.545783725912336148e-02,-9.874242282394579758e-09
2.725475841874084654e+04,-1.136393009064068371e-03,9.098052188560634690e-03,-1.236654684003612656e-05,1.190202043448353120e+00,-9.528851567947544510e+00,1.295211181520122302e-02,-9.971754028688475757e-09
2.778916544655929465e+04,-3.345664822103772140e-03,6.339929780762490474e-03,4.851920679613524329e-05,3.504084481512967475e+00,-6.640130060811805457e+00,-5.081662647926291770e-02,-1.036760956134712902e-08
2.832357247437774276e+04,-4.936525392467777662e-03,2.382193476634722473e-03,1.005519345255684142e-04,5.170273455385753891e+00,-2.494992068030378984e+00,-1.053131416600175813e-01,-1.169145458233104286e-08
2.885797950219619088e+04,-4.568382955394967304e-03,-2.597727380410627673e-03,1.130009630482507743e-04,4.784699206521806580e+00,2.720731658700467293e+00,-1.183516407254486258e-01,-8.526026269988735769e-09
2.939238653001463899e+04,-2.104337207557815947e-03,-6.578077965483139500e-03,7.440537434174904902e-05,2.203979102795169620e+00,6.889554735054982615e+00,-7.792852286026155650e-02,-3.633321352647691856e-09
2.992679355783308711e+04,8.322336098041116514e-04,-9.297250547614294147e-03,1.999907471928212208e-05,-8.716404757110223223e-01,9.737482113987699250e+00,-2.094604543332293650e-02,-2.971094439758311322e-09
3.046120058565153522e+04,3.709743383640440317e-03,-1.123595469398162849e-02,-3.632774316994925173e-05,-3.885402427382402379e+00,1.176798530983946200e+01,3.804788819525673632e-02,-2.925046964582061588e-09
3.099560761346998333e+04,6.430529044789301540e-03,-1.269389319908049985e-02,-9.114511083450384243e-05,-6.735019265795935794e+00,1.329495826211053355e+01,9.546089803465003520e-02,-2.932354680761411766e-09
3.153001464128843145e+04,8.991252278288286437e-03,-1.383482730601043320e-02,-1.436981055355050774e-04,-9.416994604351005549e+00,1.448991642770707244e+01,1.505023152059669911e-01,-2.940733626168769350e-09
3.206442166910687956e+04,1.140715909059983324e-02,-1.475265213706240808e-02,-1.939378105572410471e-04,-1.194729635898976028e+01,1.545120093116015525e+01,2.031209067514748445e-01,-2.946357352092483362e-09
3.259882869692532768e+04,1.369528395687155675e-02,-1.550511981571044140e-02,-2.420054545566293139e-04,-1.434376559963087239e+01,1.623929850093785276e+01,2.534645886075782006e-01,-2.949940185202553523e-09
3.313323572474377579e+04,1.587078268436914463e-02,-1.613003555056458094e-02,-2.880830896017953432e-04,-1.662227577202224893e+01,1.689380444973718198e+01,3.017240331400574682e-01,-2.952255224291969405e-09
3.366764275256222754e+04,1.794642282125405441e-02,-1.665344100915780445e-02,-3.323481976764438954e-04,-1.879619897700440845e+01,1.744199353696393118e+01,3.480851262334581087e-01,-2.953793327520161471e-09
3.420204978038067202e+04,1.993282860359851805e-02,-1.709403021024949454e-02,-3.749608282119865424e-04,-2.087666251594433220e+01,1.790344495674388625e+01,3.927154957760207177e-01,-2.954845523801704606e-09
3.473645680819911649e+04,2.183885590307993452e-02,-1.746568197046899362e-02,-4.160614676592907547e-04,-2.287294159247574754e+01,1.829269469775446666e+01,4.357622803540991963e-01,-2.955585149308130658e-09
3.527086383601756825e+04,2.367193663463154629e-02,-1.777899064666826900e-02,-4.557723866636248511e-04,-2.479282002810201391e+01,1.862083876733968424e+01,4.773535402168283537e-01,-2.956117876025902553e-09
3.580527086383601272e+04,2.543836058955986634e-02,-1.804223373898813931e-02,-4.941999264049881657e-04,-2.664288544031656158e+01,1.889654661128429680e+01,5.176006518763162090e-01,-2.956509939494571863e-09
3.633967789165446447e+04,2.714349770135002227e-02,-1.826200727694862747e-02,-5.314368321782465994e-04,-2.842876203285540626e+01,1.912672658589703190e+01,5.566007521845078854e-01,-2.956804019333231716e-09
3.687408491947290895e+04,2.879197154461676789e-02,-1.844365689087076876e-02,-5.675643445747606541e-04,-3.015529230994957288e+01,1.931697744097735736e+01,5.944389285337724482e-01,-2.957028338975854161e-09
3.740849194729136070e+04,3.038779486094123072e-02,-1.859157862140911610e-02,-6.026539821575040666e-04,-3.182667901940867949e+01,1.947190337289782747e+01,6.311900859429866451e-01,-2.957202011308144101e-09
3.794289897510980518e+04,3.193447601170315564e-02,-1.870943403630051516e-02,-6.367690296242667185e-04,-3.344659664607205229e+01,1.959533932728717431e+01,6.669205056863458658e-01,-2.957338262301628967e-09
3.847730600292825693e+04,3.343510324039622450e-02,-1.880030740569307857e-02,-6.699657701700473256e-04,-3.501827966400590952e+01,1.969051561672521089e+01,7.016891360090142804e-01,-2.957446425190030741e-09
3.901171303074670141e+04,3.489241194154052428e-02,-1.886682274094886314e-02,-7.022945043678773328e-04,-3.654459299064769340e+01,1.976018050141797389e+01,7.355486592526917500e-01,-2.957533204087352532e-09
3.954612005856515316e+04,3.630883883310789817e-02,-1.891123242744344179e-02,-7.338003940291588575e-04,-3.802808872433507048e+01,1.980669301882449673e+01,7.685463756733514895e-01,-2.957603492754602676e-09
4.008052708638359763e+04,3.768656595694624967e-02,-1.893548536474673472e-02,-7.645241636036722091e-04,-3.947105222818237280e+01,1.983209435032491186e+01,8.007249380530501170e-01,-2.957660916162019956e-09
4.061493411420204939e+04,3.902755671246624369e-02,-1.894128006679474119e-02,-7.945026858094993497e-04,-4.087553986998840116e+01,1.983816343572381413e+01,8.321229650598550576e-01,-2.957708195553308183e-09
4.114934114202049386e+04,4.033358559782337927e-02,-1.893010655141999510e-02,-8.237694730447893410e-04,-4.224341017168527657e+01,1.982646084628031247e+01,8.627755559283077913e-01,-2.957747398863640414e-09
4.168374816983894561e+04,4.160626293953489929e-02,-1.890327975539660144e-02,-8.523550918748904609e-04,-4.357634970992040735e+01,1.979836378197991209e+01,8.927147245728286329e-01,-2.957780115276962290e-09
4.221815519765739009e+04,4.284705559853688173e-02,-1.886196646091845008e-02,-8.802875144508573446e-04,-4.487589480256062302e+01,1.975509427300081455e+01,9.219697676461391378e-01,-2.957807578719632895e-09
4.275256222547584184e+04,4.405730442098246269e-02,-1.880720719565942556e-02,-9.075924179753483770e-04,-4.614344978579840983e+01,1.969774211675805731e+01,9.505675781850962958e-01,-2.957830756432338156e-09
4.328696925329428632e+04,4.523823903603976793e-02,-1.873993419712771669e-02,-9.342934411599307376e-04,-4.738030251263601400e+01,1.962728369288294417e+01,9.785329142114295164e-01,-2.957850413305686328e-09
4.382137628111273807e+04,4.639099047647254892e-02,-1.866098626479734124e-02,-9.604124048981088624e-04,-4.858763757106017067e+01,1.954459751861386962e+01,1.005888629853799232e+00,-2.957867159164130276e-09
4.435578330893118255e+04,4.751660200069474094e-02,-1.857112112868331000e-02,-9.859695030153192361e-04,-4.976654761852840636e+01,1.945047720303240979e+01,1.032655875129944167e+00,-2.957881483899584284e-09
4.489019033674963430e+04,4.861603841987016672e-02,-1.847102581924958686e-02,-1.010983467873727629e-03,-5.091804315071395592e+01,1.934564230799399098e+01,1.058854269392984548e+00,-2.957893783844211772e-09
